#                                                                         --- full sequence ---- --- best 1 domain ---- --- domain number estimation ----
# target name                  accession  query name           accession    E-value  score  bias   E-value  score  bias   exp reg clu  ov env dom rep inc description of target
#          ------------------- ---------- -------------------- ---------- --------- ------ ----- --------- ------ -----   --- --- --- --- --- --- --- --- ---------------------
tr|A0ACD6B5T3|A0ACD6B5T3_DANRE -          sp|Q08999|RBL2_HUMAN -                  0 2083.7   0.0         0 2083.3   0.0   1.0   1   0   0   1   1   1   1 Retinoblastoma-like protein 2 OS=Danio rerio OX=7955 GN=rbl2 PE=3 SV=1
tr|A0A8M3AZW2|A0A8M3AZW2_DANRE -          sp|Q08999|RBL2_HUMAN -                  0 2082.8   0.0         0 2082.4   0.0   1.0   1   0   0   1   1   1   1 Retinoblastoma-like protein 2 OS=Danio rerio OX=7955 GN=rbl2 PE=3 SV=2
tr|A0A8M1NIS0|A0A8M1NIS0_DANRE -          sp|Q08999|RBL2_HUMAN -                  0 1858.9   2.0         0 1858.6   2.0   1.0   1   0   0   1   1   1   1 Retinoblastoma-like protein 1 OS=Danio rerio OX=7955 GN=rbl1 PE=4 SV=1
tr|A0A8M9QAH9|A0A8M9QAH9_DANRE -          sp|Q08999|RBL2_HUMAN -                  0 1841.2   4.2         0 1838.8   4.2   1.8   1   1   0   1   1   1   1 Retinoblastoma-like protein 1 OS=Danio rerio OX=7955 GN=rbl1 PE=1 SV=1
tr|A0A8M2BA88|A0A8M2BA88_DANRE -          sp|Q08999|RBL2_HUMAN -                  0 1732.3   0.0         0 1732.0   0.0   1.0   1   0   0   1   1   1   1 Retinoblastoma-like protein 2 isoform X3 OS=Danio rerio OX=7955 GN=rbl2 PE=4 SV=2
tr|A0AC58IA68|A0AC58IA68_DANRE -          sp|Q08999|RBL2_HUMAN -           1.1e-246  823.5  18.8   8.2e-97  327.2   0.0   4.9   1   1   3   4   4   4   4 Retinoblastoma-associated protein OS=Danio rerio OX=7955 GN=rb1 PE=1 SV=1
tr|A0A8M1NAN6|A0A8M1NAN6_DANRE -          sp|Q08999|RBL2_HUMAN -           1.1e-245  820.2  19.5   7.4e-97  327.3   0.0   4.9   1   1   3   4   4   4   4 Retinoblastoma-associated protein OS=Danio rerio OX=7955 GN=rb1 PE=4 SV=1
#
# Program:         jackhmmer
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      queries/RBL2_human.fasta
# Target file:     7955.faa
# Option settings: jackhmmer -N 5 -o hmmer_out/RBL2_vs_7955_v2.log --tblout hmmer_out/RBL2_vs_7955_v2.tab --cpu 4 queries/RBL2_human.fasta 7955.faa 
# Current dir:     /home/hp/rb1_project
# Date:            Fri Aug 28 16:53:00 2026
# [ok]
