#                                                                         --- full sequence ---- --- best 1 domain ---- --- domain number estimation ----
# target name                  accession  query name           accession    E-value  score  bias   E-value  score  bias   exp reg clu  ov env dom rep inc description of target
#          ------------------- ---------- -------------------- ---------- --------- ------ ----- --------- ------ -----   --- --- --- --- --- --- --- --- ---------------------
sp|Q08999|RBL2_HUMAN           -          sp|Q08999|RBL2_HUMAN -                  0 2404.2   0.1         0 2404.0   0.1   1.0   1   0   0   1   1   1   1 Retinoblastoma-like protein 2 OS=Homo sapiens OX=9606 GN=RBL2 PE=1 SV=3
tr|A0ACI8SB16|A0ACI8SB16_HUMAN -          sp|Q08999|RBL2_HUMAN -                  0 2394.0   0.1         0 2393.8   0.1   1.0   1   0   0   1   1   1   1 RB transcriptional corepressor like 2 OS=Homo sapiens OX=9606 GN=RBL2 PE=4 SV=1
tr|A0ACI8R8K1|A0ACI8R8K1_HUMAN -          sp|Q08999|RBL2_HUMAN -                  0 2382.5   0.0         0 2382.4   0.0   1.0   1   0   0   1   1   1   1 RB transcriptional corepressor like 2 OS=Homo sapiens OX=9606 GN=RBL2 PE=4 SV=1
tr|A0ACI8QII3|A0ACI8QII3_HUMAN -          sp|Q08999|RBL2_HUMAN -                  0 2324.2   3.2         0 2321.6   3.2   1.8   1   1   0   1   1   1   1 RB transcriptional corepressor like 2 OS=Homo sapiens OX=9606 GN=RBL2 PE=4 SV=1
tr|A0ACI8QLQ6|A0ACI8QLQ6_HUMAN -          sp|Q08999|RBL2_HUMAN -                  0 2313.6   0.9         0 2019.1   0.0   2.0   1   1   1   2   2   2   2 RB transcriptional corepressor like 2 OS=Homo sapiens OX=9606 GN=RBL2 PE=4 SV=1
tr|A0ACI8UJK9|A0ACI8UJK9_HUMAN -          sp|Q08999|RBL2_HUMAN -                  0 2286.0  12.9         0 2155.0   0.1   2.0   1   1   1   2   2   2   2 RB transcriptional corepressor like 2 OS=Homo sapiens OX=9606 GN=RBL2 PE=4 SV=1
tr|A0ACI8QKB9|A0ACI8QKB9_HUMAN -          sp|Q08999|RBL2_HUMAN -                  0 2282.7   3.1         0 1875.2   0.1   2.0   1   1   1   2   2   2   2 RB transcriptional corepressor like 2 OS=Homo sapiens OX=9606 GN=RBL2 PE=4 SV=1
tr|A0ACI8QIH6|A0ACI8QIH6_HUMAN -          sp|Q08999|RBL2_HUMAN -                  0 2261.8   9.2         0 1216.3   4.8   2.0   1   1   1   2   2   2   2 RB transcriptional corepressor like 2 OS=Homo sapiens OX=9606 GN=RBL2 PE=4 SV=1
tr|A0ACI8UN00|A0ACI8UN00_HUMAN -          sp|Q08999|RBL2_HUMAN -                  0 2257.2   0.1         0 2160.8   0.0   2.0   1   1   1   2   2   2   2 RB transcriptional corepressor like 2 OS=Homo sapiens OX=9606 GN=RBL2 PE=4 SV=1
tr|A0ACI8QJ14|A0ACI8QJ14_HUMAN -          sp|Q08999|RBL2_HUMAN -                  0 2237.8   4.0         0 2024.2   0.1   2.0   1   1   1   2   2   2   2 RB transcriptional corepressor like 2 OS=Homo sapiens OX=9606 GN=RBL2 PE=4 SV=1
tr|A0ACI8UJJ9|A0ACI8UJJ9_HUMAN -          sp|Q08999|RBL2_HUMAN -                  0 2226.9   9.7         0 2057.8   0.1   2.0   1   1   1   2   2   2   2 RB transcriptional corepressor like 2 OS=Homo sapiens OX=9606 GN=RBL2 PE=4 SV=1
tr|A0ACI8TZ23|A0ACI8TZ23_HUMAN -          sp|Q08999|RBL2_HUMAN -                  0 2187.8   2.7         0 1967.5   0.0   2.0   2   0   0   2   2   2   2 RB transcriptional corepressor like 2 OS=Homo sapiens OX=9606 GN=RBL2 PE=4 SV=1
tr|A0ACI8S704|A0ACI8S704_HUMAN -          sp|Q08999|RBL2_HUMAN -                  0 2181.5   9.0         0 1357.4   0.1   2.0   1   1   1   2   2   2   2 RB transcriptional corepressor like 2 OS=Homo sapiens OX=9606 GN=RBL2 PE=4 SV=1
tr|A0ACI8UJK1|A0ACI8UJK1_HUMAN -          sp|Q08999|RBL2_HUMAN -                  0 2127.9  13.2         0 1081.9   8.8   2.0   1   1   1   2   2   2   2 RB transcriptional corepressor like 2 OS=Homo sapiens OX=9606 GN=RBL2 PE=4 SV=1
tr|A0ACI8UJK7|A0ACI8UJK7_HUMAN -          sp|Q08999|RBL2_HUMAN -                  0 2106.6   0.2         0 1890.7   0.0   2.0   1   1   1   2   2   2   2 RB transcriptional corepressor like 2 OS=Homo sapiens OX=9606 GN=RBL2 PE=4 SV=1
tr|A0ACI8R2Y1|A0ACI8R2Y1_HUMAN -          sp|Q08999|RBL2_HUMAN -                  0 1987.1   0.0         0 1890.1   0.0   2.0   1   1   1   2   2   2   2 RB transcriptional corepressor like 2 OS=Homo sapiens OX=9606 GN=RBL2 PE=4 SV=1
