#                                                                         --- full sequence ---- --- best 1 domain ---- --- domain number estimation ----
# target name                  accession  query name           accession    E-value  score  bias   E-value  score  bias   exp reg clu  ov env dom rep inc description of target
#          ------------------- ---------- -------------------- ---------- --------- ------ ----- --------- ------ -----   --- --- --- --- --- --- --- --- ---------------------
sp|Q08999|RBL2_HUMAN           -          sp|P28749|RBL1_HUMAN -                  0 2062.3   0.0         0 2062.1   0.0   1.0   1   0   0   1   1   1   1 Retinoblastoma-like protein 2 OS=Homo sapiens OX=9606 GN=RBL2 PE=1 SV=3
tr|A0ACI8SB16|A0ACI8SB16_HUMAN -          sp|P28749|RBL1_HUMAN -                  0 2054.2   0.0         0 2053.9   0.0   1.0   1   0   0   1   1   1   1 RB transcriptional corepressor like 2 OS=Homo sapiens OX=9606 GN=RBL2 PE=4 SV=1
tr|A0ACI8QLQ6|A0ACI8QLQ6_HUMAN -          sp|P28749|RBL1_HUMAN -                  0 2047.0   0.0         0 2046.8   0.0   1.0   1   0   0   1   1   1   1 RB transcriptional corepressor like 2 OS=Homo sapiens OX=9606 GN=RBL2 PE=4 SV=1
tr|A0ACI8R8K1|A0ACI8R8K1_HUMAN -          sp|P28749|RBL1_HUMAN -                  0 2040.8   0.0         0 2040.5   0.0   1.0   1   0   0   1   1   1   1 RB transcriptional corepressor like 2 OS=Homo sapiens OX=9606 GN=RBL2 PE=4 SV=1
tr|A0ACI8QII3|A0ACI8QII3_HUMAN -          sp|P28749|RBL1_HUMAN -                  0 1987.7   1.3         0 1981.9   1.3   2.0   1   1   0   1   1   1   1 RB transcriptional corepressor like 2 OS=Homo sapiens OX=9606 GN=RBL2 PE=4 SV=1
sp|P28749|RBL1_HUMAN           -          sp|P28749|RBL1_HUMAN -                  0 1969.1   0.1         0 1968.9   0.1   1.0   1   0   0   1   1   1   1 Retinoblastoma-like protein 1 OS=Homo sapiens OX=9606 GN=RBL1 PE=1 SV=3
tr|A0ACI8UJK9|A0ACI8UJK9_HUMAN -          sp|P28749|RBL1_HUMAN -                  0 1958.6   0.0         0 1894.8   0.0   2.0   1   1   1   2   2   2   2 RB transcriptional corepressor like 2 OS=Homo sapiens OX=9606 GN=RBL2 PE=4 SV=1
tr|A0ACI8QKB9|A0ACI8QKB9_HUMAN -          sp|P28749|RBL1_HUMAN -                  0 1942.7   0.3         0 1616.3   0.0   2.0   1   1   1   2   2   2   2 RB transcriptional corepressor like 2 OS=Homo sapiens OX=9606 GN=RBL2 PE=4 SV=1
tr|A0ACI8UN00|A0ACI8UN00_HUMAN -          sp|P28749|RBL1_HUMAN -                  0 1932.3   0.0         0 1842.5   0.0   2.0   1   1   1   2   2   2   2 RB transcriptional corepressor like 2 OS=Homo sapiens OX=9606 GN=RBL2 PE=4 SV=1
tr|A0ACI8QIH6|A0ACI8QIH6_HUMAN -          sp|P28749|RBL1_HUMAN -                  0 1924.4   6.2  5.8e-297  991.2   1.0   2.0   1   1   1   2   2   2   2 RB transcriptional corepressor like 2 OS=Homo sapiens OX=9606 GN=RBL2 PE=4 SV=1
tr|A0ACI8QJ14|A0ACI8QJ14_HUMAN -          sp|P28749|RBL1_HUMAN -                  0 1899.4   0.0         0 1762.5   0.0   2.0   1   1   1   2   2   2   2 RB transcriptional corepressor like 2 OS=Homo sapiens OX=9606 GN=RBL2 PE=4 SV=1
tr|A0ACI8UJJ9|A0ACI8UJJ9_HUMAN -          sp|P28749|RBL1_HUMAN -                  0 1893.3   0.1         0 1796.8   0.0   2.0   1   1   1   2   2   2   2 RB transcriptional corepressor like 2 OS=Homo sapiens OX=9606 GN=RBL2 PE=4 SV=1
