#                                                                --- full sequence ---- --- best 1 domain ---- --- domain number estimation ----
# target name         accession  query name           accession    E-value  score  bias   E-value  score  bias   exp reg clu  ov env dom rep inc description of target
# ------------------- ---------- -------------------- ---------- --------- ------ ----- --------- ------ -----   --- --- --- --- --- --- --- --- ---------------------
sp|Q64701|RBL1_MOUSE  -          sp|P28749|RBL1_HUMAN -                  0 2179.0   0.0         0 2178.8   0.0   1.0   1   0   0   1   1   1   1 Retinoblastoma-like protein 1 OS=Mus musculus OX=10090 GN=Rbl1 PE=1 SV=3
sp|Q64700|RBL2_MOUSE  -          sp|P28749|RBL1_HUMAN -                  0 1852.7   0.1         0 1597.4   0.0   2.0   2   0   0   2   2   2   2 Retinoblastoma-like protein 2 OS=Mus musculus OX=10090 GN=Rbl2 PE=1 SV=3
sp|P13405|RB_MOUSE    -          sp|P28749|RBL1_HUMAN -           3.5e-286  952.1  30.1  4.5e-103  345.8   0.3   4.1   1   1   3   4   4   4   4 Retinoblastoma-associated protein OS=Mus musculus OX=10090 GN=Rb1 PE=1 SV=2
sp|P62915|TF2B_MOUSE  -          sp|P28749|RBL1_HUMAN -             0.0031   15.3   0.1    0.0039   14.9   0.1   1.1   1   0   0   1   1   1   0 Transcription initiation factor IIB OS=Mus musculus OX=10090 GN=Gtf2b PE=1 SV=1
sp|P70353|NFYC_MOUSE  -          sp|P28749|RBL1_HUMAN -             0.0098   13.6  12.5     0.013   13.2  12.5   1.0   1   0   0   1   1   1   0 Nuclear transcription factor Y subunit gamma OS=Mus musculus OX=10090 GN=Nfyc PE=1 SV=2
sp|Q3TUF7|YETS2_MOUSE -          sp|P28749|RBL1_HUMAN -                2.4    5.7   7.7         6    4.4   7.7   1.6   1   0   0   1   1   1   0 YEATS domain-containing protein 2 OS=Mus musculus OX=10090 GN=Yeats2 PE=1 SV=2
#
# Program:         jackhmmer
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      queries/RBL1_human.fasta
# Target file:     10090.faa
# Option settings: jackhmmer -N 5 -A hmmer_out/RBL1_vs_10090.sto --tblout hmmer_out/RBL1_vs_10090.tab --cpu 4 queries/RBL1_human.fasta 10090.faa 
# Current dir:     /home/hp/rb1_project
# Date:            Fri Aug 28 16:27:38 2026
# [ok]
