#                                                                         --- full sequence ---- --- best 1 domain ---- --- domain number estimation ----
# target name                  accession  query name           accession    E-value  score  bias   E-value  score  bias   exp reg clu  ov env dom rep inc description of target
#          ------------------- ---------- -------------------- ---------- --------- ------ ----- --------- ------ -----   --- --- --- --- --- --- --- --- ---------------------
sp|P06400|RB_HUMAN             -          sp|P06400|RB_HUMAN   -                  0 1837.9  12.2         0 1837.7  12.2   1.0   1   0   0   1   1   1   1 Retinoblastoma-associated protein OS=Homo sapiens OX=9606 GN=RB1 PE=1 SV=2
tr|Q59HH0|Q59HH0_HUMAN         -          sp|P06400|RB_HUMAN   -                  0 1835.9  13.1         0 1835.8  13.1   1.0   1   0   0   1   1   1   1 Retinoblastoma-associated protein (Fragment) OS=Homo sapiens OX=9606 PE=2 SV=1
tr|A0ACI8RJG1|A0ACI8RJG1_HUMAN -          sp|P06400|RB_HUMAN   -                  0 1822.4  11.6         0 1822.3  11.6   1.0   1   0   0   1   1   1   1 RB transcriptional corepressor 1 OS=Homo sapiens OX=9606 GN=RB1 PE=4 SV=1
tr|A0ACI8U643|A0ACI8U643_HUMAN -          sp|P06400|RB_HUMAN   -                  0 1811.5  11.9         0 1811.4  11.9   1.0   1   0   0   1   1   1   1 RB transcriptional corepressor 1 OS=Homo sapiens OX=9606 GN=RB1 PE=4 SV=1
tr|A0ACI8T8P3|A0ACI8T8P3_HUMAN -          sp|P06400|RB_HUMAN   -                  0 1808.2  21.3         0 1487.7  14.4   2.0   1   1   0   2   2   2   2 RB transcriptional corepressor 1 OS=Homo sapiens OX=9606 GN=RB1 PE=4 SV=1
tr|A0A3B3IS71|A0A3B3IS71_HUMAN -          sp|P06400|RB_HUMAN   -                  0 1789.2   9.6         0 1788.9   9.6   1.0   1   0   0   1   1   1   1 Retinoblastoma-associated protein OS=Homo sapiens OX=9606 GN=RB1 PE=1 SV=1
tr|B4DTN0|B4DTN0_HUMAN         -          sp|P06400|RB_HUMAN   -                  0 1779.7  13.2         0 1779.5  13.2   1.0   1   0   0   1   1   1   1 Retinoblastoma-associated protein OS=Homo sapiens OX=9606 PE=2 SV=1
tr|A0ACI8PG32|A0ACI8PG32_HUMAN -          sp|P06400|RB_HUMAN   -                  0 1734.0  17.4    6e-292  974.1   7.3   2.0   1   1   1   2   2   2   2 RB transcriptional corepressor 1 OS=Homo sapiens OX=9606 GN=RB1 PE=4 SV=1
tr|A0AAQ5BH01|A0AAQ5BH01_HUMAN -          sp|P06400|RB_HUMAN   -                  0 1732.1  19.7         0 1385.4   7.3   2.0   1   1   1   2   2   2   2 RB transcriptional corepressor 1 OS=Homo sapiens OX=9606 GN=RB1 PE=1 SV=1
tr|A0AAQ5BH24|A0AAQ5BH24_HUMAN -          sp|P06400|RB_HUMAN   -                  0 1695.9  21.7         0 1522.8  11.3   2.0   1   1   1   2   2   2   2 Retinoblastoma-associated protein OS=Homo sapiens OX=9606 GN=RB1 PE=1 SV=1
tr|A0AAQ5BH52|A0AAQ5BH52_HUMAN -          sp|P06400|RB_HUMAN   -                  0 1653.6   9.3         0 1653.3   9.3   1.0   1   0   0   1   1   1   1 Retinoblastoma-associated protein OS=Homo sapiens OX=9606 GN=RB1 PE=1 SV=1
tr|B4DRB3|B4DRB3_HUMAN         -          sp|P06400|RB_HUMAN   -                  0 1606.3  18.2         0 1606.2  18.2   1.0   1   0   0   1   1   1   1 Retinoblastoma-associated protein OS=Homo sapiens OX=9606 PE=2 SV=1
sp|Q08999|RBL2_HUMAN           -          sp|P06400|RB_HUMAN   -                  0 1390.4  15.5  1.9e-297  992.3   0.1   4.0   2   2   1   3   3   3   3 Retinoblastoma-like protein 2 OS=Homo sapiens OX=9606 GN=RBL2 PE=1 SV=3
tr|A0ACI8SB16|A0ACI8SB16_HUMAN -          sp|P06400|RB_HUMAN   -                  0 1380.8  15.4  1.9e-297  992.3   0.1   4.0   2   2   1   3   3   3   3 RB transcriptional corepressor like 2 OS=Homo sapiens OX=9606 GN=RBL2 PE=4 SV=1
tr|A0ACI8S704|A0ACI8S704_HUMAN -          sp|P06400|RB_HUMAN   -                  0 1378.7  15.8  7.2e-294  980.4   0.1   4.0   2   2   1   3   3   3   3 RB transcriptional corepressor like 2 OS=Homo sapiens OX=9606 GN=RBL2 PE=4 SV=1
tr|A0ACI8R8K1|A0ACI8R8K1_HUMAN -          sp|P06400|RB_HUMAN   -                  0 1371.9  15.1  9.5e-292  973.4   0.0   4.0   2   2   1   3   3   3   3 RB transcriptional corepressor like 2 OS=Homo sapiens OX=9606 GN=RBL2 PE=4 SV=1
tr|A0ACI8QLQ6|A0ACI8QLQ6_HUMAN -          sp|P06400|RB_HUMAN   -                  0 1360.7  15.2  1.7e-297  992.4   0.1   4.0   2   2   1   3   3   3   3 RB transcriptional corepressor like 2 OS=Homo sapiens OX=9606 GN=RBL2 PE=4 SV=1
tr|A0ACI8QII3|A0ACI8QII3_HUMAN -          sp|P06400|RB_HUMAN   -                  0 1309.7  23.0  1.8e-297  992.4   0.1   5.0   2   2   2   4   4   4   4 RB transcriptional corepressor like 2 OS=Homo sapiens OX=9606 GN=RBL2 PE=4 SV=1
tr|A0ACI8UJK9|A0ACI8UJK9_HUMAN -          sp|P06400|RB_HUMAN   -                  0 1298.0  33.0  6.5e-242  808.5   0.1   5.0   2   2   2   4   4   4   4 RB transcriptional corepressor like 2 OS=Homo sapiens OX=9606 GN=RBL2 PE=4 SV=1
tr|A0ACI8UN00|A0ACI8UN00_HUMAN -          sp|P06400|RB_HUMAN   -                  0 1297.7  13.4  1.6e-297  992.5   0.1   4.8   2   2   2   4   4   4   3 RB transcriptional corepressor like 2 OS=Homo sapiens OX=9606 GN=RBL2 PE=4 SV=1
tr|A0ACI8QKB9|A0ACI8QKB9_HUMAN -          sp|P06400|RB_HUMAN   -                  0 1283.8  21.2    8e-179  599.7   0.0   5.0   2   2   2   4   4   4   4 RB transcriptional corepressor like 2 OS=Homo sapiens OX=9606 GN=RBL2 PE=4 SV=1
tr|A0ACI8QIH6|A0ACI8QIH6_HUMAN -          sp|P06400|RB_HUMAN   -                  0 1271.5  19.6    3e-211  707.0   0.2   5.0   2   2   2   4   4   4   4 RB transcriptional corepressor like 2 OS=Homo sapiens OX=9606 GN=RBL2 PE=4 SV=1
tr|A0ACI8QJ14|A0ACI8QJ14_HUMAN -          sp|P06400|RB_HUMAN   -                  0 1262.3  25.3  5.1e-215  719.5   0.1   5.0   2   2   2   4   4   4   4 RB transcriptional corepressor like 2 OS=Homo sapiens OX=9606 GN=RBL2 PE=4 SV=1
tr|A0ACI8UJJ9|A0ACI8UJJ9_HUMAN -          sp|P06400|RB_HUMAN   -                  0 1247.0  27.4  1.7e-218  731.0   0.0   5.0   2   2   2   4   4   4   4 RB transcriptional corepressor like 2 OS=Homo sapiens OX=9606 GN=RBL2 PE=4 SV=1
tr|A0ACI8TZ23|A0ACI8TZ23_HUMAN -          sp|P06400|RB_HUMAN   -                  0 1223.8  23.0  1.1e-201  675.4   0.1   5.0   3   2   1   4   4   4   4 RB transcriptional corepressor like 2 OS=Homo sapiens OX=9606 GN=RBL2 PE=4 SV=1
tr|A0ACI8UJK7|A0ACI8UJK7_HUMAN -          sp|P06400|RB_HUMAN   -                  0 1220.4  13.9  1.3e-297  992.8   0.1   4.0   2   2   1   3   3   3   3 RB transcriptional corepressor like 2 OS=Homo sapiens OX=9606 GN=RBL2 PE=4 SV=1
tr|A0ACI8R2Y1|A0ACI8R2Y1_HUMAN -          sp|P06400|RB_HUMAN   -                  0 1153.7   6.8  1.1e-297  993.1   0.1   3.8   2   2   1   3   3   3   2 RB transcriptional corepressor like 2 OS=Homo sapiens OX=9606 GN=RBL2 PE=4 SV=1
tr|A0ACI8UJK1|A0ACI8UJK1_HUMAN -          sp|P06400|RB_HUMAN   -                  0 1150.9  20.3  2.6e-211  707.2   0.3   5.0   2   2   2   4   4   4   4 RB transcriptional corepressor like 2 OS=Homo sapiens OX=9606 GN=RBL2 PE=4 SV=1
tr|A0ACI8UJP9|A0ACI8UJP9_HUMAN -          sp|P06400|RB_HUMAN   -                  0 1142.2   7.1    4e-294  981.3   0.1   3.8   2   2   1   3   3   3   2 RB transcriptional corepressor like 2 OS=Homo sapiens OX=9606 GN=RBL2 PE=4 SV=1
