#                                                                         --- full sequence ---- --- best 1 domain ---- --- domain number estimation ----
# target name                  accession  query name           accession    E-value  score  bias   E-value  score  bias   exp reg clu  ov env dom rep inc description of target
#          ------------------- ---------- -------------------- ---------- --------- ------ ----- --------- ------ -----   --- --- --- --- --- --- --- --- ---------------------
tr|A0A8M1NIS0|A0A8M1NIS0_DANRE -          RB_A                 PF01858.23   2.4e-80  270.5   1.7   1.4e-78  264.8   0.5   2.6   2   0   0   2   2   2   1 Retinoblastoma-like protein 1 OS=Danio rerio OX=7955 GN=rbl1 PE=4 SV=1
tr|A0A8M9QAH9|A0A8M9QAH9_DANRE -          RB_A                 PF01858.23   1.8e-79  267.7   1.7   9.8e-78  262.0   0.5   2.6   2   0   0   2   2   2   1 Retinoblastoma-like protein 1 OS=Danio rerio OX=7955 GN=rbl1 PE=1 SV=1
tr|A0A8M2BA88|A0A8M2BA88_DANRE -          RB_A                 PF01858.23   2.8e-78  263.8   0.1   3.5e-76  256.9   0.0   2.4   2   0   0   2   2   2   1 Retinoblastoma-like protein 2 isoform X3 OS=Danio rerio OX=7955 GN=rbl2 PE=4 SV=2
tr|A0A8M3AZW2|A0A8M3AZW2_DANRE -          RB_A                 PF01858.23     5e-78  262.9   0.8   4.7e-76  256.5   0.0   2.7   3   0   0   3   3   3   1 Retinoblastoma-like protein 2 OS=Danio rerio OX=7955 GN=rbl2 PE=3 SV=2
tr|A0ACD6B5T3|A0ACD6B5T3_DANRE -          RB_A                 PF01858.23     5e-78  262.9   0.8   4.7e-76  256.5   0.0   2.7   3   0   0   3   3   3   1 Retinoblastoma-like protein 2 OS=Danio rerio OX=7955 GN=rbl2 PE=3 SV=1
tr|A0A8M1NAN6|A0A8M1NAN6_DANRE -          RB_A                 PF01858.23   9.3e-65  219.6   0.0   2.6e-64  218.2   0.0   1.8   2   0   0   2   2   2   1 Retinoblastoma-associated protein OS=Danio rerio OX=7955 GN=rb1 PE=4 SV=1
tr|A0AC58IA68|A0AC58IA68_DANRE -          RB_A                 PF01858.23   1.4e-64  219.0   0.0   3.8e-64  217.6   0.0   1.8   2   0   0   2   2   2   1 Retinoblastoma-associated protein OS=Danio rerio OX=7955 GN=rb1 PE=1 SV=1
tr|A0AC58GT88|A0AC58GT88_DANRE -          RB_A                 PF01858.23      0.17   13.2   3.9      0.26   12.6   3.9   1.3   1   0   0   1   1   1   0 RING finger protein 207-like isoform X3 OS=Danio rerio OX=7955 GN=rnf207a PE=4 SV=1
tr|A0AC58JF69|A0AC58JF69_DANRE -          RB_A                 PF01858.23      0.56   11.5   8.0       2.6    9.3   2.8   2.0   1   1   1   2   2   2   0 Uncharacterized protein OS=Danio rerio OX=7955 GN=LOC103910876 PE=4 SV=1
tr|A0A8M3AZW2|A0A8M3AZW2_DANRE -          RB_B                 PF01857.26   8.6e-64  215.3   0.0   7.9e-61  205.7   0.0   2.6   2   0   0   2   2   2   2 Retinoblastoma-like protein 2 OS=Danio rerio OX=7955 GN=rbl2 PE=3 SV=2
