#                                                               --- full sequence ---- --- best 1 domain ---- --- domain number estimation ----
# target name        accession  query name           accession    E-value  score  bias   E-value  score  bias   exp reg clu  ov env dom rep inc description of target
#------------------- ---------- -------------------- ---------- --------- ------ ----- --------- ------ -----   --- --- --- --- --- --- --- --- ---------------------
sp|Q64701|RBL1_MOUSE -          RB_A                 PF01858.23   1.1e-81  273.4   1.2   4.3e-80  268.2   0.4   2.6   2   0   0   2   2   2   1 Retinoblastoma-like protein 1 OS=Mus musculus OX=10090 GN=Rbl1 PE=1 SV=3
sp|Q64700|RBL2_MOUSE -          RB_A                 PF01858.23   6.9e-79  264.2   0.7   1.4e-76  256.7   0.1   2.9   3   0   0   3   3   3   2 Retinoblastoma-like protein 2 OS=Mus musculus OX=10090 GN=Rbl2 PE=1 SV=3
sp|P13405|RB_MOUSE   -          RB_A                 PF01858.23   6.3e-67  225.2   0.8   6.3e-67  225.2   0.8   2.6   3   0   0   3   3   3   1 Retinoblastoma-associated protein OS=Mus musculus OX=10090 GN=Rb1 PE=1 SV=2
sp|Q64700|RBL2_MOUSE -          RB_B                 PF01857.26   2.5e-62  209.0   0.4   3.9e-58  195.4   0.1   3.1   3   0   0   3   3   3   2 Retinoblastoma-like protein 2 OS=Mus musculus OX=10090 GN=Rbl2 PE=1 SV=3
sp|Q64701|RBL1_MOUSE -          RB_B                 PF01857.26   5.6e-56  188.4   1.2   1.7e-55  186.8   0.1   2.5   2   1   0   2   2   2   1 Retinoblastoma-like protein 1 OS=Mus musculus OX=10090 GN=Rbl1 PE=1 SV=3
sp|P13405|RB_MOUSE   -          RB_B                 PF01857.26   1.9e-32  112.2  15.1   1.5e-31  109.2   7.9   4.3   4   1   0   4   4   4   1 Retinoblastoma-associated protein OS=Mus musculus OX=10090 GN=Rb1 PE=1 SV=2
sp|P62915|TF2B_MOUSE -          RB_B                 PF01857.26     0.026   14.4   0.2     0.058   13.3   0.1   1.5   2   0   0   2   2   2   0 Transcription initiation factor IIB OS=Mus musculus OX=10090 GN=Gtf2b PE=1 SV=1
sp|Q8CFK2|TF3B_MOUSE -          RB_B                 PF01857.26     0.063   13.2   0.2      0.14   12.1   0.2   1.5   1   0   0   1   1   1   0 Transcription factor IIIB 90 kDa subunit OS=Mus musculus OX=10090 GN=Brf1 PE=1 SV=1
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      pfam/RB_domains.hmm
# Target file:     10090.faa
# Option settings: hmmsearch --tblout hmmer_out/RB_domains_vs_10090.tab --cpu 4 pfam/RB_domains.hmm 10090.faa 
# Current dir:     /home/hp/rb1_project
# Date:            Fri Aug 28 16:32:08 2026
# [ok]
