#                                                                         --- full sequence ---- --- best 1 domain ---- --- domain number estimation ----
# target name                  accession  query name           accession    E-value  score  bias   E-value  score  bias   exp reg clu  ov env dom rep inc description of target
#          ------------------- ---------- -------------------- ---------- --------- ------ ----- --------- ------ -----   --- --- --- --- --- --- --- --- ---------------------
tr|A0A8M1NIS0|A0A8M1NIS0_DANRE -          sp|P28749|RBL1_HUMAN -                  0 1925.7   1.7         0 1925.4   1.7   1.0   1   0   0   1   1   1   1 Retinoblastoma-like protein 1 OS=Danio rerio OX=7955 GN=rbl1 PE=4 SV=1
tr|A0A8M9QAH9|A0A8M9QAH9_DANRE -          sp|P28749|RBL1_HUMAN -                  0 1922.5   1.5         0 1922.2   1.5   1.0   1   0   0   1   1   1   1 Retinoblastoma-like protein 1 OS=Danio rerio OX=7955 GN=rbl1 PE=1 SV=1
tr|A0A8M3AZW2|A0A8M3AZW2_DANRE -          sp|P28749|RBL1_HUMAN -                  0 1835.9   0.0         0 1833.8   0.0   1.7   1   1   0   1   1   1   1 Retinoblastoma-like protein 2 OS=Danio rerio OX=7955 GN=rbl2 PE=3 SV=2
tr|A0ACD6B5T3|A0ACD6B5T3_DANRE -          sp|P28749|RBL1_HUMAN -                  0 1835.5   0.0         0 1833.4   0.0   1.7   1   1   0   1   1   1   1 Retinoblastoma-like protein 2 OS=Danio rerio OX=7955 GN=rbl2 PE=3 SV=1
tr|A0A8M2BA88|A0A8M2BA88_DANRE -          sp|P28749|RBL1_HUMAN -                  0 1488.8   0.0         0 1486.5   0.0   1.8   1   1   0   1   1   1   1 Retinoblastoma-like protein 2 isoform X3 OS=Danio rerio OX=7955 GN=rbl2 PE=4 SV=2
tr|A0A8M1NAN6|A0A8M1NAN6_DANRE -          sp|P28749|RBL1_HUMAN -           5.7e-297  989.8  24.7  9.2e-204  681.2   3.7   3.8   1   1   2   3   3   3   3 Retinoblastoma-associated protein OS=Danio rerio OX=7955 GN=rb1 PE=4 SV=1
tr|A0AC58IA68|A0AC58IA68_DANRE -          sp|P28749|RBL1_HUMAN -           3.4e-296  987.3  25.1  6.3e-203  678.5   3.7   3.8   1   1   2   3   3   3   3 Retinoblastoma-associated protein OS=Danio rerio OX=7955 GN=rb1 PE=1 SV=1
tr|A0A8M1PBR0|A0A8M1PBR0_DANRE -          sp|P28749|RBL1_HUMAN -               0.25   11.0   0.1      0.33   10.6   0.1   1.1   1   0   0   1   1   1   0 Transcription initiation factor IIB OS=Danio rerio OX=7955 GN=gtf2b PE=4 SV=1
tr|A0ACM8Q3R7|A0ACM8Q3R7_DANRE -          sp|P28749|RBL1_HUMAN -                7.1    6.2   8.1       8.7    5.9   8.1   1.1   1   0   0   1   1   1   0 Nuclear transcription factor Y subunit gamma isoform X2 OS=Danio rerio OX=7955 GN=nfyc PE=4 SV=1
tr|A0A8M3B3Q0|A0A8M3B3Q0_DANRE -          sp|P28749|RBL1_HUMAN -                7.2    6.1   8.1       8.8    5.8   8.1   1.1   1   0   0   1   1   1   0 Nuclear transcription factor Y subunit gamma OS=Danio rerio OX=7955 GN=nfyc PE=4 SV=1
#
# Program:         jackhmmer
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      queries/RBL1_human.fasta
# Target file:     7955.faa
# Option settings: jackhmmer -N 5 -o hmmer_out/RBL1_vs_7955_v2.log --tblout hmmer_out/RBL1_vs_7955_v2.tab --cpu 4 queries/RBL1_human.fasta 7955.faa 
# Current dir:     /home/hp/rb1_project
# Date:            Fri Aug 28 16:52:58 2026
# [ok]
